Microsoft Windows XP (Version 5.1, 5.2)!Windows
Microsoft Windows 2000 (Version 5.0)!Windows
Microsoft Windows ME (Version 4.90)!Windows
Microsoft Windows 98 (Version 4.10)!Windows
Microsoft Windows 95 (Version 4.0)!Windows
Microsoft Windows NT 4 (Version 4.0)!Windows
Microsoft Windows 98SE (Version 4.10)!Windows
Microsoft Windows Vista/7 or Server 2008 (Version 6.0)!Windows
Microsoft Windows 2003 (Version 5.2)!Windows
Microsoft Windows 8 or 8.1 (Version 6.2)!Windows
Microsoft Windows 7 or Server 2008 R2 or Server SBS 2011 (Version 6.1)!Windows
Microsoft Windows XP for embedded devices!Windows
Mac OS X!Macintosh
Mac OS 9!Macintosh
Mac OS X Lion!Macintosh
Cisco IP Phone!VoIP Phones/Adapters
Avaya IP Phone!VoIP Phones/Adapters
BATM VoIP Adapter!VoIP Phones/Adapters
Linksys PAP VoIP!VoIP Phones/Adapters
Mediatrix VoIP Adapter!VoIP Phones/Adapters
Uniden DTA VoIP Adapater!VoIP Phones/Adapters
UniData IP Phone!VoIP Phones/Adapters
Sunrocket VoIP Gizmo!VoIP Phones/Adapters
Sipura VoIP Adaptor!VoIP Phones/Adapters
Clipcomm IP Phone!VoIP Phones/Adapters
Nortel IP Phone!VoIP Phones/Adapters
ZyXEL WiFi Phone!VoIP Phones/Adapters
UTStarcom F3000!VoIP Phones/Adapters
ShoreTel IP Phone!VoIP Phones/Adapters
Siemens OpenStage IP Phones!VoIP Phones/Adapters
Siemens optiPoint WL2 Professional!VoIP Phones/Adapters
Siemens optiPoint 410/420!VoIP Phones/Adapters
Alcatel Advanced Reflex IP Phone!VoIP Phones/Adapters
Alcatel IP Touch 8 Series Phones!VoIP Phones/Adapters
Cisco/Linksys SPA series IP Phone!VoIP Phones/Adapters
Siemens optiPoint 150 S!VoIP Phones/Adapters
Mitel IP Phone!VoIP Phones/Adapters
Polycom Conference IP Phone!VoIP Phones/Adapters
Polycom SoundPoint IP 430!VoIP Phones/Adapters
Snom VoIP solutions!VoIP Phones/Adapters
Aastra VoIP!VoIP Phones/Adapters
Nortel IP Phone Model 1535!VoIP Phones/Adapters
Polycom SoundPoint IP 450!VoIP Phones/Adapters
Polycom SoundStation IP 6000!VoIP Phones/Adapters
Polycom SoundPoint IP 301!VoIP Phones/Adapters
GrandStream HandyTone 503 ATA!VoIP Phones/Adapters
Unidentified Polycom!VoIP Phones/Adapters
MagicJack Plus!VoIP Phones/Adapters
Cisco ATA 186!VoIP Phones/Adapters
Gigaset Communications GmbH!VoIP Phones/Adapters
XIAMEN YEALINK NETWORK TECHNOLOGY!VoIP Phones/Adapters
NetCODEC Co VoIP!VoIP Phones/Adapters
Panasonic KX-UDS124CE SIP-DECT Base Station!VoIP Phones/Adapters
Grandstream Telephone!VoIP Phones/Adapters
2N TELEKOMUNIKACE Helios Phones!VoIP Phones/Adapters
Cisco Wireless Access Point!Routers and APs
Compex Wireless Access Point!Routers and APs
Cisco/Linksys Router!Routers and APs
Netgear Router!Routers and APs
OEMed Wireless Router!Routers and APs
Apple Airport!Routers and APs
Symbol Wireless Access Point!Routers and APs
Nortel/Trapeze Wireless Access Point!Routers and APs
Gemtek Wireless Router!Routers and APs
D-Link Wireless Router!Routers and APs
2Wire Residential Gateway!Routers and APs
Motorola Router!Routers and APs
Buffalo Wireless AP!Routers and APs
Bluesocket BSC!Routers and APs
DD-WRT Router!Routers and APs
Trendnet Access Point!Routers and APs
TP-Link Wireless LAN Router!Routers and APs
Ruckus Wireless!Routers and APs
Enterasys or Trapeze Wireless Access Point!Routers and APs
Enterasys HiPath Wireless Access Point!Routers and APs
Quanta Microsystems Router!Routers and APs
HP ProCurve Access Point!Routers and APs
HP ProCurve Controller!Routers and APs
Aruba Access Point!Routers and APs
Trendnet Wireless Router!Routers and APs
Belkin Wireless Router!Routers and APs
MikroTik (RouterOS)!Routers and APs
Freebox Wireless Router!Routers and APs
AeroHive Hive Access Points!Routers and APs
Tenda Wireless Router!Routers and APs
Zioncom Wireless Router!Routers and APs
AP Meraki!Routers and APs
Actiontec Wireless Router!Routers and APs
N300 Wireless Router!Routers and APs
Motorola AP 6511!Routers and APs
Sophos/Astaro Wireless Access Point AP 10 Access Point!Routers and APs
Debian-based Linux!Linux
Generic Linux!Linux
SUSE Linux/Novell Desktop!Linux
RedHat/Fedora-based Linux!Linux
Gentoo Linux!Linux
Ubuntu/Debian 5/Knoppix 6!Linux
FortiOS!Linux
